Data;Dia;Mês;Ano;Taxa de câmbio - R$ / US$ - comercial - compra - média;;;;;;;;;;;;;;;
11/01/2001;11;Jan;2001;R$ 1,9455;;;;;;;;;;;;;;;
10/01/2001;10;Jan;2001;R$ 1,9421;;;;;;;;;;;;;;;
09/01/2001;09;Jan;2001;R$ 1,9433;;;;;;;;;;;;;;;
08/01/2001;08;Jan;2001;R$ 1,9516;;;;;;;;;;;;;;;
05/01/2001;05;Jan;2001;R$ 1,9476;;;;;;;;;;;;;;;
04/01/2001;04;Jan;2001;R$ 1,9349;;;;;;;;;;;;;;;
03/01/2001;03;Jan;2001;R$ 1,9414;;;;;;;;;;;;;;;
02/01/2001;02;Jan;2001;R$ 1,9376;;;;;;;;;;;;;;;
29/12/2000;29;Dez;2000;R$ 1,9546;;;;;;;;;;;;;;;
28/12/2000;28;Dez;2000;R$ 1,9546;;;;;;;;;;;;;;;
27/12/2000;27;Dez;2000;R$ 1,9600;;;;;;;;;;;;;;;
26/12/2000;26;Dez;2000;R$ 1,9570;;;;;;;;;;;;;;;
22/12/2000;22;Dez;2000;R$ 1,9516;;;;;;;;;;;;;;;
21/12/2000;21;Dez;2000;R$ 1,9570;;;;;;;;;;;;;;;
20/12/2000;20;Dez;2000;R$ 1,9551;;;;;;;;;;;;;;;
19/12/2000;19;Dez;2000;R$ 1,9548;;;;;;;;;;;;;;;
18/12/2000;18;Dez;2000;R$ 1,9531;;;;;;;;;;;;;;;
15/12/2000;15;Dez;2000;R$ 1,9670;;;;;;;;;;;;;;;
14/12/2000;14;Dez;2000;R$ 1,9627;;;;;;;;;;;;;;;
13/12/2000;13;Dez;2000;R$ 1,9615;;;;;;;;;;;;;;;
12/12/2000;12;Dez;2000;R$ 1,9668;;;;;;;;;;;;;;;
11/12/2000;11;Dez;2000;R$ 1,9640;;;;;;;;;;;;;;;
08/12/2000;08;Dez;2000;R$ 1,9687;;;;;;;;;;;;;;;
07/12/2000;07;Dez;2000;R$ 1,9690;;;;;;;;;;;;;;;
06/12/2000;06;Dez;2000;R$ 1,9649;;;;;;;;;;;;;;;
05/12/2000;05;Dez;2000;R$ 1,9640;;;;;;;;;;;;;;;
04/12/2000;04;Dez;2000;R$ 1,9839;;;;;;;;;;;;;;;
01/12/2000;01;Dez;2000;R$ 1,9787;;;;;;;;;;;;;;;
30/11/2000;30;Nov;2000;R$ 1,9588;;;;;;;;;;;;;;;
29/11/2000;29;Nov;2000;R$ 1,9602;;;;;;;;;;;;;;;
28/11/2000;28;Nov;2000;R$ 1,9770;;;;;;;;;;;;;;;
27/11/2000;27;Nov;2000;R$ 1,9563;;;;;;;;;;;;;;;
24/11/2000;24;Nov;2000;R$ 1,9552;;;;;;;;;;;;;;;
23/11/2000;23;Nov;2000;R$ 1,9405;;;;;;;;;;;;;;;
22/11/2000;22;Nov;2000;R$ 1,9314;;;;;;;;;;;;;;;
21/11/2000;21;Nov;2000;R$ 1,9092;;;;;;;;;;;;;;;
20/11/2000;20;Nov;2000;R$ 1,9357;;;;;;;;;;;;;;;
17/11/2000;17;Nov;2000;R$ 1,9601;;;;;;;;;;;;;;;
16/11/2000;16;Nov;2000;R$ 1,9478;;;;;;;;;;;;;;;
14/11/2000;14;Nov;2000;R$ 1,9433;;;;;;;;;;;;;;;
13/11/2000;13;Nov;2000;R$ 1,9571;;;;;;;;;;;;;;;
10/11/2000;10;Nov;2000;R$ 1,9558;;;;;;;;;;;;;;;
09/11/2000;09;Nov;2000;R$ 1,9675;;;;;;;;;;;;;;;
08/11/2000;08;Nov;2000;R$ 1,9495;;;;;;;;;;;;;;;
07/11/2000;07;Nov;2000;R$ 1,9565;;;;;;;;;;;;;;;
06/11/2000;06;Nov;2000;R$ 1,9454;;;;;;;;;;;;;;;
03/11/2000;03;Nov;2000;R$ 1,9278;;;;;;;;;;;;;;;
01/11/2000;01;Nov;2000;R$ 1,9091;;;;;;;;;;;;;;;
31/10/2000;31;Out;2000;R$ 1,9082;;;;;;;;;;;;;;;
30/10/2000;30;Out;2000;R$ 1,9176;;;;;;;;;;;;;;;
27/10/2000;27;Out;2000;R$ 1,9232;;;;;;;;;;;;;;;
26/10/2000;26;Out;2000;R$ 1,9332;;;;;;;;;;;;;;;
25/10/2000;25;Out;2000;R$ 1,9274;;;;;;;;;;;;;;;
24/10/2000;24;Out;2000;R$ 1,8973;;;;;;;;;;;;;;;
23/10/2000;23;Out;2000;R$ 1,8910;;;;;;;;;;;;;;;
20/10/2000;20;Out;2000;R$ 1,8788;;;;;;;;;;;;;;;
19/10/2000;19;Out;2000;R$ 1,8706;;;;;;;;;;;;;;;
18/10/2000;18;Out;2000;R$ 1,8787;;;;;;;;;;;;;;;
17/10/2000;17;Out;2000;R$ 1,8659;;;;;;;;;;;;;;;
16/10/2000;16;Out;2000;R$ 1,8696;;;;;;;;;;;;;;;
13/10/2000;13;Out;2000;R$ 1,8756;;;;;;;;;;;;;;;
11/10/2000;11;Out;2000;R$ 1,8595;;;;;;;;;;;;;;;
10/10/2000;10;Out;2000;R$ 1,8533;;;;;;;;;;;;;;;
09/10/2000;09;Out;2000;R$ 1,8566;;;;;;;;;;;;;;;
06/10/2000;06;Out;2000;R$ 1,8512;;;;;;;;;;;;;;;
05/10/2000;05;Out;2000;R$ 1,8493;;;;;;;;;;;;;;;
04/10/2000;04;Out;2000;R$ 1,8521;;;;;;;;;;;;;;;
03/10/2000;03;Out;2000;R$ 1,8490;;;;;;;;;;;;;;;
02/10/2000;02;Out;2000;R$ 1,8475;;;;;;;;;;;;;;;
29/09/2000;29;Set;2000;R$ 1,8429;;;;;;;;;;;;;;;
28/09/2000;28;Set;2000;R$ 1,8471;;;;;;;;;;;;;;;
27/09/2000;27;Set;2000;R$ 1,8484;;;;;;;;;;;;;;;
26/09/2000;26;Set;2000;R$ 1,8498;;;;;;;;;;;;;;;
25/09/2000;25;Set;2000;R$ 1,8412;;;;;;;;;;;;;;;
22/09/2000;22;Set;2000;R$ 1,8586;;;;;;;;;;;;;;;
21/09/2000;21;Set;2000;R$ 1,8509;;;;;;;;;;;;;;;
20/09/2000;20;Set;2000;R$ 1,8538;;;;;;;;;;;;;;;
19/09/2000;19;Set;2000;R$ 1,8530;;;;;;;;;;;;;;;
18/09/2000;18;Set;2000;R$ 1,8550;;;;;;;;;;;;;;;
15/09/2000;15;Set;2000;R$ 1,8430;;;;;;;;;;;;;;;
14/09/2000;14;Set;2000;R$ 1,8309;;;;;;;;;;;;;;;
13/09/2000;13;Set;2000;R$ 1,8312;;;;;;;;;;;;;;;
12/09/2000;12;Set;2000;R$ 1,8271;;;;;;;;;;;;;;;
11/09/2000;11;Set;2000;R$ 1,8191;;;;;;;;;;;;;;;
08/09/2000;08;Set;2000;R$ 1,8216;;;;;;;;;;;;;;;
06/09/2000;06;Set;2000;R$ 1,8199;;;;;;;;;;;;;;;
05/09/2000;05;Set;2000;R$ 1,8286;;;;;;;;;;;;;;;
04/09/2000;04;Set;2000;R$ 1,8247;;;;;;;;;;;;;;;
01/09/2000;01;Set;2000;R$ 1,8210;;;;;;;;;;;;;;;
31/08/2000;31;Ago;2000;R$ 1,8226;;;;;;;;;;;;;;;
30/08/2000;30;Ago;2000;R$ 1,8251;;;;;;;;;;;;;;;
29/08/2000;29;Ago;2000;R$ 1,8341;;;;;;;;;;;;;;;
28/08/2000;28;Ago;2000;R$ 1,8269;;;;;;;;;;;;;;;
25/08/2000;25;Ago;2000;R$ 1,8205;;;;;;;;;;;;;;;
24/08/2000;24;Ago;2000;R$ 1,8196;;;;;;;;;;;;;;;
23/08/2000;23;Ago;2000;R$ 1,8178;;;;;;;;;;;;;;;
22/08/2000;22;Ago;2000;R$ 1,8161;;;;;;;;;;;;;;;
21/08/2000;21;Ago;2000;R$ 1,8191;;;;;;;;;;;;;;;
18/08/2000;18;Ago;2000;R$ 1,8166;;;;;;;;;;;;;;;
17/08/2000;17;Ago;2000;R$ 1,8088;;;;;;;;;;;;;;;
16/08/2000;16;Ago;2000;R$ 1,8062;;;;;;;;;;;;;;;
15/08/2000;15;Ago;2000;R$ 1,8048;;;;;;;;;;;;;;;
14/08/2000;14;Ago;2000;R$ 1,8013;;;;;;;;;;;;;;;
11/08/2000;11;Ago;2000;R$ 1,7951;;;;;;;;;;;;;;;
10/08/2000;10;Ago;2000;R$ 1,7954;;;;;;;;;;;;;;;
09/08/2000;09;Ago;2000;R$ 1,7942;;;;;;;;;;;;;;;
08/08/2000;08;Ago;2000;R$ 1,7984;;;;;;;;;;;;;;;
07/08/2000;07;Ago;2000;R$ 1,7953;;;;;;;;;;;;;;;
04/08/2000;04;Ago;2000;R$ 1,7911;;;;;;;;;;;;;;;
03/08/2000;03;Ago;2000;R$ 1,8071;;;;;;;;;;;;;;;
02/08/2000;02;Ago;2000;R$ 1,7908;;;;;;;;;;;;;;;
01/08/2000;01;Ago;2000;R$ 1,7872;;;;;;;;;;;;;;;
31/07/2000;31;Jul;2000;R$ 1,7740;;;;;;;;;;;;;;;
28/07/2000;28;Jul;2000;R$ 1,7820;;;;;;;;;;;;;;;
27/07/2000;27;Jul;2000;R$ 1,7839;;;;;;;;;;;;;;;
26/07/2000;26;Jul;2000;R$ 1,7917;;;;;;;;;;;;;;;
25/07/2000;25;Jul;2000;R$ 1,7890;;;;;;;;;;;;;;;
24/07/2000;24;Jul;2000;R$ 1,7948;;;;;;;;;;;;;;;
21/07/2000;21;Jul;2000;R$ 1,7913;;;;;;;;;;;;;;;
20/07/2000;20;Jul;2000;R$ 1,8007;;;;;;;;;;;;;;;
19/07/2000;19;Jul;2000;R$ 1,8036;;;;;;;;;;;;;;;
18/07/2000;18;Jul;2000;R$ 1,7962;;;;;;;;;;;;;;;
17/07/2000;17;Jul;2000;R$ 1,7971;;;;;;;;;;;;;;;
14/07/2000;14;Jul;2000;R$ 1,8098;;;;;;;;;;;;;;;
13/07/2000;13;Jul;2000;R$ 1,8096;;;;;;;;;;;;;;;
12/07/2000;12;Jul;2000;R$ 1,8026;;;;;;;;;;;;;;;
11/07/2000;11;Jul;2000;R$ 1,7964;;;;;;;;;;;;;;;
10/07/2000;10;Jul;2000;R$ 1,7998;;;;;;;;;;;;;;;
07/07/2000;07;Jul;2000;R$ 1,7964;;;;;;;;;;;;;;;
06/07/2000;06;Jul;2000;R$ 1,7962;;;;;;;;;;;;;;;
05/07/2000;05;Jul;2000;R$ 1,8039;;;;;;;;;;;;;;;
04/07/2000;04;Jul;2000;R$ 1,8113;;;;;;;;;;;;;;;
03/07/2000;03;Jul;2000;R$ 1,8072;;;;;;;;;;;;;;;
30/06/2000;30;Jun;2000;R$ 1,7992;;;;;;;;;;;;;;;
29/06/2000;29;Jun;2000;R$ 1,8164;;;;;;;;;;;;;;;
28/06/2000;28;Jun;2000;R$ 1,8187;;;;;;;;;;;;;;;
27/06/2000;27;Jun;2000;R$ 1,8227;;;;;;;;;;;;;;;
26/06/2000;26;Jun;2000;R$ 1,8274;;;;;;;;;;;;;;;
23/06/2000;23;Jun;2000;R$ 1,8195;;;;;;;;;;;;;;;
21/06/2000;21;Jun;2000;R$ 1,8113;;;;;;;;;;;;;;;
20/06/2000;20;Jun;2000;R$ 1,7983;;;;;;;;;;;;;;;
19/06/2000;19;Jun;2000;R$ 1,8022;;;;;;;;;;;;;;;
16/06/2000;16;Jun;2000;R$ 1,8065;;;;;;;;;;;;;;;
15/06/2000;15;Jun;2000;R$ 1,8071;;;;;;;;;;;;;;;
14/06/2000;14;Jun;2000;R$ 1,8099;;;;;;;;;;;;;;;
13/06/2000;13;Jun;2000;R$ 1,8092;;;;;;;;;;;;;;;
12/06/2000;12;Jun;2000;R$ 1,8032;;;;;;;;;;;;;;;
09/06/2000;09;Jun;2000;R$ 1,7991;;;;;;;;;;;;;;;
08/06/2000;08;Jun;2000;R$ 1,7940;;;;;;;;;;;;;;;
07/06/2000;07;Jun;2000;R$ 1,8028;;;;;;;;;;;;;;;
06/06/2000;06;Jun;2000;R$ 1,7891;;;;;;;;;;;;;;;
05/06/2000;05;Jun;2000;R$ 1,7925;;;;;;;;;;;;;;;
02/06/2000;02;Jun;2000;R$ 1,8096;;;;;;;;;;;;;;;
01/06/2000;01;Jun;2000;R$ 1,8194;;;;;;;;;;;;;;;
31/05/2000;31;Mai;2000;R$ 1,8258;;;;;;;;;;;;;;;
30/05/2000;30;Mai;2000;R$ 1,8297;;;;;;;;;;;;;;;
29/05/2000;29;Mai;2000;R$ 1,8380;;;;;;;;;;;;;;;
26/05/2000;26;Mai;2000;R$ 1,8447;;;;;;;;;;;;;;;
25/05/2000;25;Mai;2000;R$ 1,8384;;;;;;;;;;;;;;;
24/05/2000;24;Mai;2000;R$ 1,8529;;;;;;;;;;;;;;;
23/05/2000;23;Mai;2000;R$ 1,8529;;;;;;;;;;;;;;;
22/05/2000;22;Mai;2000;R$ 1,8460;;;;;;;;;;;;;;;
19/05/2000;19;Mai;2000;R$ 1,8446;;;;;;;;;;;;;;;
18/05/2000;18;Mai;2000;R$ 1,8297;;;;;;;;;;;;;;;
17/05/2000;17;Mai;2000;R$ 1,8284;;;;;;;;;;;;;;;
16/05/2000;16;Mai;2000;R$ 1,8190;;;;;;;;;;;;;;;
15/05/2000;15;Mai;2000;R$ 1,8374;;;;;;;;;;;;;;;
12/05/2000;12;Mai;2000;R$ 1,8258;;;;;;;;;;;;;;;
11/05/2000;11;Mai;2000;R$ 1,8154;;;;;;;;;;;;;;;
10/05/2000;10;Mai;2000;R$ 1,8161;;;;;;;;;;;;;;;
09/05/2000;09;Mai;2000;R$ 1,8071;;;;;;;;;;;;;;;
08/05/2000;08;Mai;2000;R$ 1,8050;;;;;;;;;;;;;;;
05/05/2000;05;Mai;2000;R$ 1,8110;;;;;;;;;;;;;;;
04/05/2000;04;Mai;2000;R$ 1,8136;;;;;;;;;;;;;;;
03/05/2000;03;Mai;2000;R$ 1,8154;;;;;;;;;;;;;;;
02/05/2000;02;Mai;2000;R$ 1,8000;;;;;;;;;;;;;;;
28/04/2000;28;Abr;2000;R$ 1,8059;;;;;;;;;;;;;;;
27/04/2000;27;Abr;2000;R$ 1,8075;;;;;;;;;;;;;;;
26/04/2000;26;Abr;2000;R$ 1,7977;;;;;;;;;;;;;;;
25/04/2000;25;Abr;2000;R$ 1,7880;;;;;;;;;;;;;;;
24/04/2000;24;Abr;2000;R$ 1,7908;;;;;;;;;;;;;;;
20/04/2000;20;Abr;2000;R$ 1,7776;;;;;;;;;;;;;;;
19/04/2000;19;Abr;2000;R$ 1,7654;;;;;;;;;;;;;;;
18/04/2000;18;Abr;2000;R$ 1,7688;;;;;;;;;;;;;;;
17/04/2000;17;Abr;2000;R$ 1,7865;;;;;;;;;;;;;;;
14/04/2000;14;Abr;2000;R$ 1,7825;;;;;;;;;;;;;;;
13/04/2000;13;Abr;2000;R$ 1,7625;;;;;;;;;;;;;;;
12/04/2000;12;Abr;2000;R$ 1,7463;;;;;;;;;;;;;;;
11/04/2000;11;Abr;2000;R$ 1,7440;;;;;;;;;;;;;;;
10/04/2000;10;Abr;2000;R$ 1,7379;;;;;;;;;;;;;;;
07/04/2000;07;Abr;2000;R$ 1,7431;;;;;;;;;;;;;;;
06/04/2000;06;Abr;2000;R$ 1,7415;;;;;;;;;;;;;;;
05/04/2000;05;Abr;2000;R$ 1,7524;;;;;;;;;;;;;;;
04/04/2000;04;Abr;2000;R$ 1,7417;;;;;;;;;;;;;;;
03/04/2000;03;Abr;2000;R$ 1,7399;;;;;;;;;;;;;;;
31/03/2000;31;Mar;2000;R$ 1,7465;;;;;;;;;;;;;;;
30/03/2000;30;Mar;2000;R$ 1,7514;;;;;;;;;;;;;;;
29/03/2000;29;Mar;2000;R$ 1,7371;;;;;;;;;;;;;;;
28/03/2000;28;Mar;2000;R$ 1,7448;;;;;;;;;;;;;;;
27/03/2000;27;Mar;2000;R$ 1,7354;;;;;;;;;;;;;;;
24/03/2000;24;Mar;2000;R$ 1,7226;;;;;;;;;;;;;;;
23/03/2000;23;Mar;2000;R$ 1,7234;;;;;;;;;;;;;;;
22/03/2000;22;Mar;2000;R$ 1,7297;;;;;;;;;;;;;;;
21/03/2000;21;Mar;2000;R$ 1,7373;;;;;;;;;;;;;;;
20/03/2000;20;Mar;2000;R$ 1,7380;;;;;;;;;;;;;;;
17/03/2000;17;Mar;2000;R$ 1,7399;;;;;;;;;;;;;;;
16/03/2000;16;Mar;2000;R$ 1,7349;;;;;;;;;;;;;;;
15/03/2000;15;Mar;2000;R$ 1,7423;;;;;;;;;;;;;;;
14/03/2000;14;Mar;2000;R$ 1,7364;;;;;;;;;;;;;;;
13/03/2000;13;Mar;2000;R$ 1,7494;;;;;;;;;;;;;;;
10/03/2000;10;Mar;2000;R$ 1,7378;;;;;;;;;;;;;;;
09/03/2000;09;Mar;2000;R$ 1,7335;;;;;;;;;;;;;;;
08/03/2000;08;Mar;2000;R$ 1,7490;;;;;;;;;;;;;;;
03/03/2000;03;Mar;2000;R$ 1,7503;;;;;;;;;;;;;;;
02/03/2000;02;Mar;2000;R$ 1,7592;;;;;;;;;;;;;;;
01/03/2000;01;Mar;2000;R$ 1,7670;;;;;;;;;;;;;;;
29/02/2000;29;Fev;2000;R$ 1,7677;;;;;;;;;;;;;;;
28/02/2000;28;Fev;2000;R$ 1,7780;;;;;;;;;;;;;;;
25/02/2000;25;Fev;2000;R$ 1,7733;;;;;;;;;;;;;;;
24/02/2000;24;Fev;2000;R$ 1,7771;;;;;;;;;;;;;;;
23/02/2000;23;Fev;2000;R$ 1,7878;;;;;;;;;;;;;;;
22/02/2000;22;Fev;2000;R$ 1,7817;;;;;;;;;;;;;;;
21/02/2000;21;Fev;2000;R$ 1,7776;;;;;;;;;;;;;;;
18/02/2000;18;Fev;2000;R$ 1,7697;;;;;;;;;;;;;;;
17/02/2000;17;Fev;2000;R$ 1,7732;;;;;;;;;;;;;;;
16/02/2000;16;Fev;2000;R$ 1,7724;;;;;;;;;;;;;;;
15/02/2000;15;Fev;2000;R$ 1,7756;;;;;;;;;;;;;;;
14/02/2000;14;Fev;2000;R$ 1,7691;;;;;;;;;;;;;;;
11/02/2000;11;Fev;2000;R$ 1,7639;;;;;;;;;;;;;;;
10/02/2000;10;Fev;2000;R$ 1,7687;;;;;;;;;;;;;;;
09/02/2000;09;Fev;2000;R$ 1,7624;;;;;;;;;;;;;;;
08/02/2000;08;Fev;2000;R$ 1,7646;;;;;;;;;;;;;;;
07/02/2000;07;Fev;2000;R$ 1,7651;;;;;;;;;;;;;;;
04/02/2000;04;Fev;2000;R$ 1,7777;;;;;;;;;;;;;;;
03/02/2000;03;Fev;2000;R$ 1,7771;;;;;;;;;;;;;;;
02/02/2000;02;Fev;2000;R$ 1,7892;;;;;;;;;;;;;;;
01/02/2000;01;Fev;2000;R$ 1,7924;;;;;;;;;;;;;;;
31/01/2000;31;Jan;2000;R$ 1,8016;;;;;;;;;;;;;;;
28/01/2000;28;Jan;2000;R$ 1,7867;;;;;;;;;;;;;;;
27/01/2000;27;Jan;2000;R$ 1,7745;;;;;;;;;;;;;;;
26/01/2000;26;Jan;2000;R$ 1,7761;;;;;;;;;;;;;;;
25/01/2000;25;Jan;2000;R$ 1,7733;;;;;;;;;;;;;;;
24/01/2000;24;Jan;2000;R$ 1,7644;;;;;;;;;;;;;;;
21/01/2000;21;Jan;2000;R$ 1,7776;;;;;;;;;;;;;;;
20/01/2000;20;Jan;2000;R$ 1,7793;;;;;;;;;;;;;;;
19/01/2000;19;Jan;2000;R$ 1,7976;;;;;;;;;;;;;;;
18/01/2000;18;Jan;2000;R$ 1,7916;;;;;;;;;;;;;;;
17/01/2000;17;Jan;2000;R$ 1,7949;;;;;;;;;;;;;;;
14/01/2000;14;Jan;2000;R$ 1,7989;;;;;;;;;;;;;;;
13/01/2000;13;Jan;2000;R$ 1,8185;;;;;;;;;;;;;;;
12/01/2000;12;Jan;2000;R$ 1,8306;;;;;;;;;;;;;;;
11/01/2000;11;Jan;2000;R$ 1,8211;;;;;;;;;;;;;;;
10/01/2000;10;Jan;2000;R$ 1,8153;;;;;;;;;;;;;;;
07/01/2000;07;Jan;2000;R$ 1,8273;;;;;;;;;;;;;;;
06/01/2000;06;Jan;2000;R$ 1,8453;;;;;;;;;;;;;;;
05/01/2000;05;Jan;2000;R$ 1,8536;;;;;;;;;;;;;;;
04/01/2000;04;Jan;2000;R$ 1,8329;;;;;;;;;;;;;;;
03/01/2000;03;Jan;2000;R$ 1,8003;;;;;;;;;;;;;;;
31/12/1999;31;Dez;1999;R$ 1,7882;;;;;;;;;;;;;;;
30/12/1999;30;Dez;1999;R$ 1,7882;;;;;;;;;;;;;;;
29/12/1999;29;Dez;1999;R$ 1,8162;;;;;;;;;;;;;;;
28/12/1999;28;Dez;1999;R$ 1,8281;;;;;;;;;;;;;;;
27/12/1999;27;Dez;1999;R$ 1,8259;;;;;;;;;;;;;;;
24/12/1999;24;Dez;1999;R$ 1,8282;;;;;;;;;;;;;;;
23/12/1999;23;Dez;1999;R$ 1,8278;;;;;;;;;;;;;;;
22/12/1999;22;Dez;1999;R$ 1,8196;;;;;;;;;;;;;;;
21/12/1999;21;Dez;1999;R$ 1,8226;;;;;;;;;;;;;;;
20/12/1999;20;Dez;1999;R$ 1,8040;;;;;;;;;;;;;;;
17/12/1999;17;Dez;1999;R$ 1,8170;;;;;;;;;;;;;;;
16/12/1999;16;Dez;1999;R$ 1,8399;;;;;;;;;;;;;;;
15/12/1999;15;Dez;1999;R$ 1,8493;;;;;;;;;;;;;;;
14/12/1999;14;Dez;1999;R$ 1,8455;;;;;;;;;;;;;;;
13/12/1999;13;Dez;1999;R$ 1,8556;;;;;;;;;;;;;;;
10/12/1999;10;Dez;1999;R$ 1,8659;;;;;;;;;;;;;;;
09/12/1999;09;Dez;1999;R$ 1,8660;;;;;;;;;;;;;;;
08/12/1999;08;Dez;1999;R$ 1,8619;;;;;;;;;;;;;;;
07/12/1999;07;Dez;1999;R$ 1,8586;;;;;;;;;;;;;;;
06/12/1999;06;Dez;1999;R$ 1,8661;;;;;;;;;;;;;;;
03/12/1999;03;Dez;1999;R$ 1,8766;;;;;;;;;;;;;;;
02/12/1999;02;Dez;1999;R$ 1,8942;;;;;;;;;;;;;;;
01/12/1999;01;Dez;1999;R$ 1,9213;;;;;;;;;;;;;;;
30/11/1999;30;Nov;1999;R$ 1,9219;;;;;;;;;;;;;;;
29/11/1999;29;Nov;1999;R$ 1,9205;;;;;;;;;;;;;;;
26/11/1999;26;Nov;1999;R$ 1,9255;;;;;;;;;;;;;;;
25/11/1999;25;Nov;1999;R$ 1,9292;;;;;;;;;;;;;;;
24/11/1999;24;Nov;1999;R$ 1,9287;;;;;;;;;;;;;;;
23/11/1999;23;Nov;1999;R$ 1,9320;;;;;;;;;;;;;;;
22/11/1999;22;Nov;1999;R$ 1,9314;;;;;;;;;;;;;;;
19/11/1999;19;Nov;1999;R$ 1,9305;;;;;;;;;;;;;;;
18/11/1999;18;Nov;1999;R$ 1,9282;;;;;;;;;;;;;;;
17/11/1999;17;Nov;1999;R$ 1,9319;;;;;;;;;;;;;;;
16/11/1999;16;Nov;1999;R$ 1,9323;;;;;;;;;;;;;;;
12/11/1999;12;Nov;1999;R$ 1,9323;;;;;;;;;;;;;;;
11/11/1999;11;Nov;1999;R$ 1,9280;;;;;;;;;;;;;;;
10/11/1999;10;Nov;1999;R$ 1,9340;;;;;;;;;;;;;;;
09/11/1999;09;Nov;1999;R$ 1,9233;;;;;;;;;;;;;;;
08/11/1999;08;Nov;1999;R$ 1,9258;;;;;;;;;;;;;;;
05/11/1999;05;Nov;1999;R$ 1,9147;;;;;;;;;;;;;;;
04/11/1999;04;Nov;1999;R$ 1,9287;;;;;;;;;;;;;;;
03/11/1999;03;Nov;1999;R$ 1,9406;;;;;;;;;;;;;;;
01/11/1999;01;Nov;1999;R$ 1,9423;;;;;;;;;;;;;;;
29/10/1999;29;Out;1999;R$ 1,9522;;;;;;;;;;;;;;;
28/10/1999;28;Out;1999;R$ 1,9781;;;;;;;;;;;;;;;
27/10/1999;27;Out;1999;R$ 1,9946;;;;;;;;;;;;;;;
26/10/1999;26;Out;1999;R$ 1,9861;;;;;;;;;;;;;;;
25/10/1999;25;Out;1999;R$ 1,9769;;;;;;;;;;;;;;;
22/10/1999;22;Out;1999;R$ 1,9826;;;;;;;;;;;;;;;
21/10/1999;21;Out;1999;R$ 1,9928;;;;;;;;;;;;;;;
20/10/1999;20;Out;1999;R$ 2,0017;;;;;;;;;;;;;;;
19/10/1999;19;Out;1999;R$ 1,9925;;;;;;;;;;;;;;;
18/10/1999;18;Out;1999;R$ 1,9821;;;;;;;;;;;;;;;
15/10/1999;15;Out;1999;R$ 1,9786;;;;;;;;;;;;;;;
14/10/1999;14;Out;1999;R$ 1,9640;;;;;;;;;;;;;;;
13/10/1999;13;Out;1999;R$ 1,9579;;;;;;;;;;;;;;;
11/10/1999;11;Out;1999;R$ 1,9542;;;;;;;;;;;;;;;
08/10/1999;08;Out;1999;R$ 1,9422;;;;;;;;;;;;;;;
07/10/1999;07;Out;1999;R$ 1,9331;;;;;;;;;;;;;;;
06/10/1999;06;Out;1999;R$ 1,9592;;;;;;;;;;;;;;;
05/10/1999;05;Out;1999;R$ 1,9517;;;;;;;;;;;;;;;
04/10/1999;04;Out;1999;R$ 1,9380;;;;;;;;;;;;;;;
01/10/1999;01;Out;1999;R$ 1,9557;;;;;;;;;;;;;;;
30/09/1999;30;Set;1999;R$ 1,9215;;;;;;;;;;;;;;;
29/09/1999;29;Set;1999;R$ 1,9216;;;;;;;;;;;;;;;
28/09/1999;28;Set;1999;R$ 1,9385;;;;;;;;;;;;;;;
27/09/1999;27;Set;1999;R$ 1,9166;;;;;;;;;;;;;;;
24/09/1999;24;Set;1999;R$ 1,9136;;;;;;;;;;;;;;;
23/09/1999;23;Set;1999;R$ 1,8906;;;;;;;;;;;;;;;
22/09/1999;22;Set;1999;R$ 1,8898;;;;;;;;;;;;;;;
21/09/1999;21;Set;1999;R$ 1,8783;;;;;;;;;;;;;;;
20/09/1999;20;Set;1999;R$ 1,8737;;;;;;;;;;;;;;;
17/09/1999;17;Set;1999;R$ 1,8853;;;;;;;;;;;;;;;
16/09/1999;16;Set;1999;R$ 1,8786;;;;;;;;;;;;;;;
15/09/1999;15;Set;1999;R$ 1,8771;;;;;;;;;;;;;;;
14/09/1999;14;Set;1999;R$ 1,8915;;;;;;;;;;;;;;;
13/09/1999;13;Set;1999;R$ 1,8814;;;;;;;;;;;;;;;
10/09/1999;10;Set;1999;R$ 1,8613;;;;;;;;;;;;;;;
09/09/1999;09;Set;1999;R$ 1,8727;;;;;;;;;;;;;;;
08/09/1999;08;Set;1999;R$ 1,8975;;;;;;;;;;;;;;;
06/09/1999;06;Set;1999;R$ 1,9051;;;;;;;;;;;;;;;
03/09/1999;03;Set;1999;R$ 1,9032;;;;;;;;;;;;;;;
02/09/1999;02;Set;1999;R$ 1,9236;;;;;;;;;;;;;;;
01/09/1999;01;Set;1999;R$ 1,9209;;;;;;;;;;;;;;;
31/08/1999;31;Ago;1999;R$ 1,9151;;;;;;;;;;;;;;;
30/08/1999;30;Ago;1999;R$ 1,9428;;;;;;;;;;;;;;;
27/08/1999;27;Ago;1999;R$ 1,9235;;;;;;;;;;;;;;;
26/08/1999;26;Ago;1999;R$ 1,9079;;;;;;;;;;;;;;;
25/08/1999;25;Ago;1999;R$ 1,9303;;;;;;;;;;;;;;;
24/08/1999;24;Ago;1999;R$ 1,9018;;;;;;;;;;;;;;;
23/08/1999;23;Ago;1999;R$ 1,8698;;;;;;;;;;;;;;;
20/08/1999;20;Ago;1999;R$ 1,9489;;;;;;;;;;;;;;;
